,u,v,distance(m),street type,speed(km/h)
36451,384006483,1404216327,74.0,0,10.0
36452,370243926,3208518274,114.0,1,15.0
36453,370243956,30287315,34.0,2,20.0
36454,370243956,33238509,85.0,1,15.0
36455,370243956,370244031,52.0,2,20.0
36456,955611523,2005895266,13.0,1,15.0
36457,955611523,30287316,8.0,0,10.0
36458,955611524,2005895268,13.0,0,10.0
36459,955611524,1985546057,10.0,1,15.0
36460,580090245,4297530202,23.0,0,10.0
36461,580090245,580090351,31.0,2,20.0
36462,580090245,418987991,70.0,0,10.0
36463,103105303,591393655,9.0,2,20.0
36464,103105303,591393797,9.0,0,10.0
36465,103105303,591432620,112.0,0,10.0
36466,741702052,6167344576,24.0,2,20.0
36467,247298483,247298484,27.0,1,15.0
36469,247298483,363389341,22.0,2,20.0
36470,247298483,247298494,29.0,1,15.0
36471,741702068,1449355145,101.0,1,15.0
36474,247298484,247298485,9.0,0,10.0
36476,247298484,247298483,27.0,1,15.0
36478,247298485,247298486,19.0,1,15.0
36480,247298485,4455982393,11.0,2,20.0
36482,247298485,247298484,9.0,1,15.0
36484,247298486,4455982394,11.0,1,15.0
36486,247298486,247298485,19.0,2,20.0
36488,247298486,247298487,9.0,1,15.0
36490,247298487,247298488,28.0,0,10.0
36492,247298487,247298486,9.0,1,15.0
36494,247298490,4455982394,10.0,1,15.0
36496,247298490,247298489,28.0,2,20.0
36498,247298493,247298494,27.0,1,15.0
36500,247298493,4455982393,9.0,1,15.0
36502,247298494,363389341,7.0,0,10.0
36503,247298494,247298493,27.0,0,10.0
36505,247298494,247298483,29.0,0,10.0
36506,370244031,370243956,52.0,0,10.0
36507,3394730432,3394730433,149.0,2,20.0
36508,3394730432,289648906,13.0,0,10.0
36509,3394730435,289648906,147.0,2,20.0
36510,3394730435,3215106466,26.0,2,20.0
36511,3394730436,3394730435,27.0,0,10.0
36512,3394730436,387152990,56.0,1,15.0
36513,3394730433,3215106468,55.0,0,10.0
36514,3394730433,332544866,53.0,2,20.0
36515,373651914,373651916,14.0,0,10.0
36516,373651914,3589872341,20.0,2,20.0
36517,373651915,373655653,103.0,1,15.0
36518,373651915,3589872342,43.0,1,15.0
36519,373651916,3589872328,22.0,2,20.0
36520,373651916,373652047,13.0,1,15.0
36521,741702104,1449431389,24.0,1,15.0
36522,741702104,741702108,9.0,2,20.0
36523,741702108,6167344573,7.0,1,15.0
36524,741702108,6167344572,19.0,1,15.0
36525,741702108,269334278,21.0,1,15.0
36526,741702116,6167344560,5.0,1,15.0
36527,741702116,6167344561,4.0,0,10.0
36528,580090351,580090245,31.0,0,10.0
36529,777746930,777717014,21.0,1,15.0
36530,777746930,777746939,12.0,2,20.0
36531,777746930,777743990,10.0,2,20.0
36532,311654900,746909343,51.0,1,15.0
36533,311654900,746909948,60.0,2,20.0
36534,311654900,746908734,182.0,1,15.0
36535,777746939,777703067,10.0,1,15.0
36536,777746939,777752999,6.0,2,20.0
36537,777746939,777746930,12.0,1,15.0
36538,579380269,4330491092,59.0,0,10.0
36539,741702160,591430819,217.0,1,15.0
36540,741702160,741702279,5.0,1,15.0
36541,589527613,589488572,197.0,1,15.0
36542,767733189,767733190,3.0,2,20.0
36544,767733189,767733185,8.0,1,15.0
36546,767733190,767733273,2.0,2,20.0
36548,767733190,767733189,3.0,0,10.0
36550,741702223,1449431511,9.0,1,15.0
36551,741702223,576877856,7.0,1,15.0
36552,373652047,3589872334,19.0,1,15.0
36553,373652047,373646823,13.0,0,10.0
36554,741702228,3882858365,6.0,1,15.0
36555,741702228,1833110273,58.0,1,15.0
36556,741702228,741702160,7.0,1,15.0
36557,741702230,591294679,8.0,0,10.0
36558,741702230,591430819,4.0,0,10.0
36559,741702230,591431033,48.0,2,20.0
36560,781154913,781154916,9.0,1,15.0
36561,781154913,781094121,73.0,0,10.0
36562,781154913,3222703072,30.0,2,20.0
36563,781154916,781154913,9.0,2,20.0
36564,781154916,781155240,73.0,0,10.0
36565,356088432,30385490,54.0,1,15.0
36566,356088432,30385485,47.0,2,20.0
36567,356088432,356088461,93.0,1,15.0
36568,3151854210,5001030276,20.0,0,10.0
36571,3151854210,5001030275,21.0,2,20.0
36575,3151854210,5001030294,18.0,1,15.0
36577,3151854210,3151854212,60.0,0,10.0
36578,3151854211,3151854212,51.0,2,20.0
36580,3151854211,5001030276,11.0,2,20.0
36581,3151854211,3151850359,10.0,1,15.0
36583,3151854211,5001030274,18.0,1,15.0
36584,3151854212,3151854211,51.0,2,20.0
36586,3151854212,3151850356,10.0,1,15.0
36587,3151854212,3151854210,60.0,1,15.0
36588,2272185758,207085256,61.0,1,15.0
36590,2272185758,2272185762,42.0,0,10.0
36592,741702279,1985561684,10.0,2,20.0
36593,741702279,1833110301,9.0,2,20.0
36594,2272185759,2296606721,56.0,0,10.0
36595,2272185759,2272185756,16.0,1,15.0
36597,2272185759,2296606723,38.0,0,10.0
36598,356088461,1463656456,41.0,1,15.0
36599,356088461,356088983,21.0,0,10.0
36600,356088461,356088432,93.0,2,20.0
36601,589527696,6167229081,3.0,2,20.0
36602,589527696,6167229080,3.0,1,15.0
36603,2272185762,2272185758,42.0,0,10.0
36605,2272185762,207085221,15.0,1,15.0
36607,2272185765,781082357,41.0,1,15.0
36609,2272185765,303448821,7.0,1,15.0
36610,2272185765,746907670,229.0,1,15.0
36611,373652147,373655802,114.0,0,10.0
36612,373652147,373652149,71.0,1,15.0
36613,373652149,373652047,30.0,0,10.0
36614,373652149,3589872334,33.0,2,20.0
36615,2698607289,2698607292,16.0,1,15.0
36616,2698607289,1525908992,17.0,1,15.0
36617,2698607289,1525908983,22.0,1,15.0
36618,2698607292,2698607289,16.0,1,15.0
36619,2698607292,266737835,87.0,1,15.0
36620,2698607292,5424203785,38.0,2,20.0
36621,2698607296,1525908924,14.0,2,20.0
36622,2698607296,2698607298,7.0,1,15.0
36623,2698607296,153752458,34.0,1,15.0
36624,2698607298,6282174096,9.0,1,15.0
36625,2698607298,2698607296,7.0,2,20.0
36626,2698607298,3793626746,12.0,1,15.0
36627,2698607298,6282174144,15.0,1,15.0
36628,2312383359,6222911317,9.0,1,15.0
36630,2312383359,2312383360,10.0,0,10.0
36632,2312383359,250480634,160.0,1,15.0
36633,2312383359,781116475,191.0,2,20.0
36634,2312383360,2312383361,80.0,0,10.0
36636,2312383360,283255046,15.0,0,10.0
36638,2312383360,2312383359,10.0,2,20.0
36640,758610654,758612178,5.0,0,10.0
36641,758610654,758611953,4.0,0,10.0
36642,758610654,844499874,8.0,1,15.0
36643,2312383361,207093449,17.0,2,20.0
36645,2312383361,2312383360,80.0,1,15.0
36647,2312383363,207093453,20.0,1,15.0
36649,2312383363,250480634,28.0,0,10.0
36650,2312383363,207093464,663.0,1,15.0
36651,2312383364,250480634,118.0,1,15.0
36653,2312383364,356080719,173.0,1,15.0
36654,2312383364,6222911317,102.0,1,15.0
36655,2312383365,207093451,13.0,2,20.0
36657,2312383365,207093449,8.0,1,15.0
36659,266271905,266271910,66.0,1,15.0
36661,266271905,577522759,34.0,2,20.0
36662,2312383366,283255046,8.0,1,15.0
36664,2312383366,207085638,57.0,2,20.0
36666,576853318,2935371914,311.0,1,15.0
36667,356088591,419481491,91.0,1,15.0
36668,356088591,746427704,9.0,1,15.0
36669,767654684,2384091376,5.0,1,15.0
36670,767654684,767592620,24.0,2,20.0
36671,1889762121,1889761484,1274.0,0,10.0
36672,367098719,245507480,8.0,0,10.0
36673,367098719,245507258,54.0,1,15.0
36674,367098719,367098724,3.0,2,20.0
36675,367098724,367098719,3.0,1,15.0
36676,367098724,367098729,58.0,0,10.0
36677,367098724,363385072,56.0,1,15.0
36678,367098729,367098724,58.0,1,15.0
36679,356088689,4072557019,27.0,1,15.0
36680,356088689,248746677,58.0,1,15.0
36681,356088693,5959605036,23.0,0,10.0
36682,356088693,356089276,16.0,1,15.0
36683,356088693,356088689,100.0,2,20.0
36684,370244512,370244513,56.0,1,15.0
36685,370244512,3189789230,44.0,2,20.0
36686,370244513,370243521,11.0,1,15.0
36687,370244513,4821906158,19.0,2,20.0
36688,370244513,370244512,56.0,2,20.0
36689,781155240,781155495,34.0,1,15.0
36690,781155240,781155288,9.0,1,15.0
36691,4428364713,1283643429,57.0,1,15.0
36692,4428364713,4428364714,11.0,1,15.0
36693,4428364714,330116209,57.0,0,10.0
36694,4428364714,4428364713,11.0,1,15.0
36695,781155288,781155240,9.0,2,20.0
36696,781155288,3222703078,44.0,1,15.0
36697,356088791,30385488,22.0,1,15.0
36698,356088791,30385484,65.0,1,15.0
36699,356088791,1463656472,79.0,1,15.0
36700,387152919,663121054,57.0,2,20.0
36701,387152919,35524096,16.0,1,15.0
36702,387152920,1994687844,93.0,0,10.0
36703,387152921,283334284,31.0,0,10.0
36704,387152921,53132171,16.0,2,20.0
36705,387152921,387152920,46.0,1,15.0
36706,387152924,387152925,11.0,0,10.0
36707,387152924,3218226998,47.0,0,10.0
36708,387152925,3218226986,16.0,2,20.0
36709,387152925,127598515,12.0,1,15.0
36710,387152931,287630727,9.0,2,20.0
36711,387152931,287630734,83.0,2,20.0
36712,387152931,702451699,50.0,1,15.0
36713,387152932,2302316256,3.0,2,20.0
36714,339311652,777775780,14.0,1,15.0
36715,339311652,287629297,44.0,1,15.0
36716,339311652,282825864,50.0,1,15.0
36717,387152934,767729209,46.0,1,15.0
36718,387152934,387152936,14.0,1,15.0
36719,387152934,767729202,38.0,1,15.0
36720,387152936,3218226973,42.0,2,20.0
36721,387152936,387152934,14.0,1,15.0
36722,387152936,3218226975,126.0,0,10.0
36723,387152937,305106872,17.0,1,15.0
36724,4299936439,5559350708,17.0,2,20.0
36725,387152940,287630681,11.0,0,10.0
36726,387152940,1880686094,30.0,1,15.0
36727,387152941,137157881,10.0,1,15.0
36728,387152941,387152940,74.0,2,20.0
36729,387152942,287630661,10.0,2,20.0
36730,387152942,387152941,58.0,2,20.0
36731,1521014653,1982329493,22.0,0,10.0
36732,1521014653,1404219801,9.0,1,15.0
36733,1521014653,1982318497,103.0,0,10.0
36734,5668043843,282854647,14.0,1,15.0
36736,5668043843,282854642,21.0,0,10.0
36738,5668043844,282854641,17.0,2,20.0
36740,5668043844,282854640,25.0,0,10.0
36742,387152965,387152966,119.0,1,15.0
36743,387152965,35365678,27.0,0,10.0
36744,387152966,54392200,74.0,0,10.0
36745,5668043851,282854603,25.0,1,15.0
36747,5668043851,5668043852,20.0,1,15.0
36749,5668043852,5668043851,20.0,1,15.0
36751,5668043852,282854597,28.0,0,10.0
36753,5668043850,282854608,40.0,0,10.0
36755,5668043850,282854607,37.0,2,20.0
36757,5668043846,282854613,26.0,2,20.0
36759,5668043846,282854611,22.0,1,15.0
36761,5668043860,282854573,35.0,0,10.0
36763,5668043860,282854572,26.0,0,10.0
36765,387152981,127601472,18.0,1,15.0
36766,387152981,287630779,12.0,1,15.0
36767,387152982,387152981,82.0,1,15.0
36768,387152982,387152932,12.0,1,15.0
36769,387152983,702379105,5.0,1,15.0
36770,387152984,287630798,23.0,2,20.0
36771,387152984,287630801,13.0,1,15.0
36772,387152984,387152983,26.0,0,10.0
36773,387152985,287630812,14.0,1,15.0
36774,387152985,767730377,51.0,1,15.0
36775,387152985,287630803,55.0,0,10.0
36776,387152989,332546017,15.0,0,10.0
36777,387152989,332544858,98.0,1,15.0
36778,387152990,3215106461,10.0,1,15.0
36779,387152990,3394730436,56.0,0,10.0
36780,387152991,259617268,16.0,1,15.0
36781,387152991,287629445,41.0,1,15.0
36782,387152992,387152991,13.0,0,10.0
36783,387152992,30942766,72.0,0,10.0
36784,387152993,767585540,79.0,0,10.0
36785,387152993,287630810,24.0,0,10.0
36786,387152994,3218227008,24.0,2,20.0
36787,387152994,4633550177,42.0,0,10.0
36788,387152995,387152994,26.0,0,10.0
36789,387152995,332549397,15.0,1,15.0
36790,387152996,387152995,16.0,1,15.0
36791,387152996,3218227005,57.0,1,15.0
36792,387152998,767729251,15.0,1,15.0
36793,387152998,3218226975,29.0,1,15.0
36794,387153000,767729195,82.0,1,15.0
36795,387153000,305106874,43.0,1,15.0
36796,387153004,305106965,33.0,1,15.0
36797,387153004,387153005,14.0,0,10.0
36798,387153005,387152998,8.0,0,10.0
36799,387153008,387153009,9.0,1,15.0
36800,387153008,702375968,11.0,1,15.0
36801,387153009,387153008,9.0,2,20.0
36802,387153009,702375979,29.0,1,15.0
36803,387153009,127598558,18.0,2,20.0
36804,387153020,702352970,56.0,2,20.0
36805,387153020,702354038,13.0,1,15.0
36806,387153020,702353899,30.0,0,10.0
36807,387153022,305106982,76.0,0,10.0
36808,387153022,305106972,11.0,0,10.0
36809,387153022,702354305,46.0,1,15.0
36810,387153023,30942795,15.0,1,15.0
36811,387153023,767584755,117.0,2,20.0
36812,387153031,387153023,15.0,1,15.0
36813,387153031,777776726,97.0,2,20.0
36814,387153032,4551628270,12.0,1,15.0
36815,387153032,30942258,96.0,1,15.0
36816,387153033,767729252,68.0,1,15.0
36817,387153033,3215192027,21.0,1,15.0
36818,387153033,127638260,15.0,2,20.0
36819,387153035,3218293537,19.0,0,10.0
36820,387153035,305106965,70.0,1,15.0
36821,387153036,3218293539,13.0,2,20.0
36822,387153036,127643363,58.0,0,10.0
36823,387153040,3094966833,63.0,0,10.0
36824,387153040,54396941,12.0,2,20.0
36825,387153041,3094966837,40.0,2,20.0
36826,387153041,34909156,12.0,0,10.0
36827,387153041,2207661088,222.0,1,15.0
36828,387153042,1982491306,29.0,0,10.0
36829,387153042,54396972,10.0,2,20.0
36830,387153042,387153068,20.0,1,15.0
36831,387153043,387153042,62.0,2,20.0
36832,387153043,1982491305,30.0,0,10.0
36833,387153043,54396984,10.0,2,20.0
36834,387153044,4460254047,5.0,0,10.0
36835,387153044,781093236,37.0,1,15.0
36836,387153045,137157901,12.0,1,15.0
36837,387153045,287630666,48.0,0,10.0
36838,387153045,3094966840,62.0,0,10.0
36839,387153047,767585539,28.0,2,20.0
36840,387153047,287630727,219.0,2,20.0
36841,387153048,3218227006,15.0,0,10.0
36842,387153048,387153047,48.0,1,15.0
36843,1521014674,1521014723,8.0,0,10.0
36844,1521014674,129279602,38.0,0,10.0
36845,387153051,387153052,52.0,1,15.0
36846,387153051,54405148,21.0,0,10.0
36847,387153051,282825859,72.0,0,10.0
36848,387153052,283334330,20.0,2,20.0
36849,387153052,283334329,31.0,1,15.0
36850,387153052,5640714715,66.0,1,15.0
36851,387153054,5640714714,2.0,1,15.0
36852,387153055,283334331,19.0,2,20.0
36853,387153055,387153056,91.0,1,15.0
36854,387153055,283334505,43.0,1,15.0
36855,387153056,3094966836,32.0,0,10.0
36856,387153057,387153040,18.0,1,15.0
36857,387153057,2207661066,221.0,1,15.0
36858,387153060,127588858,74.0,0,10.0
36859,387153060,127588855,17.0,1,15.0
36860,387153060,387153061,79.0,0,10.0
36861,387153061,567246974,19.0,1,15.0
36862,781155495,781155573,10.0,0,10.0
36863,781155495,5785557618,55.0,1,15.0
36864,781155495,781145741,51.0,1,15.0
36865,387153064,387153065,72.0,2,20.0
36866,387153064,387153054,14.0,1,15.0
36867,387153065,387153066,78.0,1,15.0
36868,387153065,282825808,29.0,1,15.0
36869,387153065,35285670,14.0,1,15.0
36870,387153066,282825802,84.0,1,15.0
36871,387153066,282825793,14.0,2,20.0
36872,387153066,387153067,49.0,1,15.0
36873,387153067,282825795,37.0,1,15.0
36874,387153067,387153071,23.0,1,15.0
36875,387153067,54399736,13.0,2,20.0
36876,387153068,282825799,10.0,1,15.0
36877,387153068,387153041,68.0,0,10.0
36878,387153063,2371476475,4.0,0,10.0
36879,387153070,781093034,12.0,1,15.0
36880,387153070,781113006,32.0,1,15.0
36881,387153071,54399741,14.0,2,20.0
36882,387153071,387153070,80.0,2,20.0
36883,387153073,282825759,30.0,2,20.0
36884,387153073,1833123400,72.0,0,10.0
36885,387153074,387153073,64.0,2,20.0
36886,387153074,282825767,53.0,1,15.0
36887,387153075,282825767,33.0,1,15.0
36888,387153075,387153074,41.0,1,15.0
36889,387153078,287629318,57.0,1,15.0
36890,387153078,3218293545,26.0,2,20.0
36891,387153078,52599802,13.0,1,15.0
36892,387153076,387153075,49.0,1,15.0
36893,387153076,387153077,13.0,2,20.0
36894,387153077,1833126498,10.0,1,15.0
36895,387153077,2640755142,72.0,0,10.0
36896,387153082,287629330,36.0,0,10.0
36897,387153082,387153083,25.0,1,15.0
36898,387153083,287629326,60.0,2,20.0
36899,387153083,287629318,13.0,2,20.0
36900,387153083,52599802,58.0,1,15.0
36901,387153086,387153090,5.0,0,10.0
36902,387153087,572037071,12.0,0,10.0
36903,387153087,572039368,17.0,2,20.0
36904,387153087,35354783,160.0,1,15.0
36905,387153089,767584756,8.0,2,20.0
36906,387153089,572040352,47.0,1,15.0
36907,387153090,387153086,5.0,2,20.0
36908,387153090,26034577,5.0,0,10.0
36909,387153090,572040352,14.0,2,20.0
36910,387153091,30942992,16.0,2,20.0
36911,387153091,3215192004,34.0,2,20.0
36912,387153092,767729190,73.0,0,10.0
36913,387153092,127638288,14.0,1,15.0
36914,387153092,387153094,175.0,1,15.0
36915,387153094,127641620,13.0,1,15.0
36916,387153095,777788326,12.0,1,15.0
36917,387153095,777795238,83.0,1,15.0
36918,387153096,26034627,12.0,1,15.0
36919,387153096,3215106499,48.0,2,20.0
36920,387153096,3215106498,105.0,0,10.0
36921,387153097,387153098,15.0,2,20.0
36922,387153097,259616744,55.0,2,20.0
36923,387153098,387153099,53.0,2,20.0
36924,387153098,30942993,13.0,1,15.0
36925,387153099,306904051,14.0,2,20.0
36926,387153099,306904052,58.0,1,15.0
36927,387153099,3215106485,40.0,0,10.0
36928,356089033,356088983,30.0,1,15.0
36929,387153101,3215192055,26.0,2,20.0
36930,387153101,767729190,14.0,2,20.0
36931,387153101,3394730432,77.0,1,15.0
36932,387153102,127639607,12.0,2,20.0
36933,387153102,3970811103,51.0,1,15.0
36934,589397201,589398179,3.0,1,15.0
36935,589397201,589397331,22.0,0,10.0
36937,589397201,6167359489,2.0,0,10.0
36938,387153106,296038801,18.0,2,20.0
36939,1521014690,1521014730,7.0,1,15.0
36940,1521014690,1521014698,38.0,0,10.0
36941,781155573,781155288,35.0,2,20.0
36942,781155573,781155495,10.0,0,10.0
36943,1521014698,1521014626,7.0,2,20.0
36944,1521014698,1404221260,87.0,1,15.0
36945,202472740,202473000,113.0,2,20.0
36946,202472740,583063751,37.0,1,15.0
36947,202472740,130043112,129.0,2,20.0
36948,356089138,1463620667,3.0,1,15.0
36949,356089138,419481489,30.0,2,20.0
36950,356089138,30404321,39.0,0,10.0
36951,589397331,589398318,2.0,2,20.0
36952,589397331,589397201,22.0,0,10.0
36954,1521014718,1521014627,80.0,2,20.0
36955,1521014718,31477171,9.0,0,10.0
36956,1521014718,4696480571,90.0,1,15.0
36957,1521014720,129279602,8.0,2,20.0
36958,1521014720,1521014723,38.0,2,20.0
36959,1521014720,1521014730,36.0,0,10.0
36960,1521014723,1521014674,8.0,2,20.0
36961,1521014723,1521014627,36.0,2,20.0
36962,1521014723,1521014720,38.0,2,20.0
36963,1521014723,1521014622,89.0,1,15.0
36964,373652884,373652885,52.0,2,20.0
36965,373652884,373651727,11.0,1,15.0
36966,373652884,4893628992,229.0,1,15.0
36967,373652885,4893634375,12.0,0,10.0
36968,373652885,373652884,52.0,0,10.0
36969,373652885,4893634393,107.0,1,15.0
36970,758611374,2347007250,4.0,2,20.0
36971,758611374,844501003,5.0,2,20.0
36972,758611374,758612178,48.0,1,15.0
36973,356089276,356088693,16.0,2,20.0
36974,356089276,30385483,44.0,0,10.0
36975,356089276,1463656472,65.0,0,10.0
36976,2368044502,628773270,12.0,1,15.0
36978,2368044503,2368034120,10.0,2,20.0
36979,2368044503,2368044502,4.0,0,10.0
36980,356089311,1463620359,61.0,0,10.0
36981,356089311,30385495,60.0,1,15.0
36982,356089311,356089330,94.0,1,15.0
36983,356089330,356089311,94.0,2,20.0
36984,356089330,1982456959,14.0,1,15.0
36985,356089330,4315295113,15.0,1,15.0
36986,1558806055,6167266590,6.0,1,15.0
36987,1558806055,6167266591,10.0,0,10.0
36988,1558806055,1838361784,105.0,0,10.0
36989,202473000,202472740,113.0,1,15.0
36990,202473000,202473725,134.0,2,20.0
36991,202473000,202474283,49.0,1,15.0
36992,2074055712,250933634,61.0,2,20.0
36993,2074055712,250933629,7.0,1,15.0
36994,233274930,477077882,57.0,1,15.0
36995,233274930,30945324,19.0,0,10.0
36996,233274930,5290706359,14.0,0,10.0
36997,1558806077,3937113704,19.0,1,15.0
36998,1558806077,2187770695,5.0,1,15.0
36999,6024429120,1560149580,44.0,1,15.0
37000,6024429120,6024429127,5.0,0,10.0
37001,6024429120,6024429121,83.0,1,15.0
37002,6024429121,301545277,38.0,2,20.0
37003,6024429121,6024429120,83.0,2,20.0
37004,6024429121,6024429122,209.0,2,20.0
37005,6024429122,122752887,40.0,1,15.0
37006,6024429122,6024429121,209.0,1,15.0
37007,6024429122,6024429124,79.0,1,15.0
37008,6024429123,3143370319,33.0,2,20.0
37009,6024429123,6024429133,121.0,1,15.0
37010,6024429123,6024429125,116.0,2,20.0
37011,6024429124,122752809,9.0,1,15.0
37012,6024429124,6024429125,55.0,0,10.0
37013,6024429124,6024429122,79.0,2,20.0
37014,6024429125,122752830,11.0,0,10.0
37015,6024429125,6024429124,55.0,2,20.0
37016,6024429125,6024429123,116.0,2,20.0
37017,6024429127,6024429120,5.0,1,15.0
37018,6024429133,506050308,11.0,0,10.0
37020,6024429133,2886390252,2.0,1,15.0
